id,title,desc,authors,categories,averageRating,maturityRating,publishedDate,pageCount
BJgFEAAAQBAJ,Hồn Bướm Mơ Tiên,"Truyện tình lãng mạn, thoát tục của Khái Hưng, nhà văn trong Tự Lực Văn Đoàn",Quách Chương,Fiction,,NOT_MATURE,10/29/2020,92
apFkAAAAMAAJ,Kỷ vật đầu tay và cuối cùng: Hồn bướm mơ tiên,,Khái Hưng,Vietnamese literature,,NOT_MATURE,1997,546
uW9XEAAAQBAJ,HỒN BƯỚM MƠ TIÊN,"Truyện tình lãng mạn, thoát tục của Khái Hưng, nhà văn trong Tự Lực Văn Đoàn",KHÁI HƯNG,,,NOT_MATURE,1/3/2022,148
_1K6EAAAQBAJ,Người cân linh hồn,"Tôi đã viết khá nhiều sách, một số là sách tiểu sử, một số là tiểu thuyết. Lạ thay, ở Pháp tôi lại có tiếng là tiểu thuyết gia trong khi ở Anh và Mỹ thì sáng tác của tôi lại ít thành công, còn sách tiểu sử lại được đón nhận tốt. Ngoại lệ duy nhất là một truyện đã xuất bản từ năm 1931 – NGƯỜI CÂN LINH HỒN. Ý tưởng của câu chuyện này, hoàn toàn hư cấu, đã nảy sinh trong Đệ nhất Thế chiến. Nhiều bằng hữu và người thân của tôi đã thiệt mạng vì chiến tranh nên việc tôi hay nghĩ đến cái chết có lẽ là điều tự nhiên. Giai đoạn ấy tôi có đọc trên một nhật báo có hai dòng tin tức về một bác sĩ điên nào đó đã cân tử thi của những người vừa lìa đời, nhưng phải rất lâu (bảy hay tám năm sau) ý tưởng truyện này mới hình thành. Rồi một hôm, ở London, tôi gặp một bác sĩ người Anh đúng ngay mẫu nhân vật mà tôi cần đến, và nhờ động lực này mà truyện được viết xong trong vòng hai tuần. Nhiều độc giả cứ tin là chuyện có thật. Ngay cả bây giờ, sau hơn 30 năm, tôi thỉnh thoảng vẫn nhận được một bức thư hay điện tín từ một nước xa xôi, hỏi rằng: “NGƯỜI CÂN LINH HỒN có thật không?” Khi viết, tôi đã dốc lòng viết sao cho câu chuyện đáng tin và thậm chí còn nhờ một bác sĩ Pháp danh tiếng thời đó, Jean Perrin, nghĩ ra cho tôi một kiểu thiết bị khoa học, một yêu cầu mà ông ấy đã thực hiện vui vẻ và chu đáo. - (Trích tự thuật của André Maurois cho bản dịch tiếng Anh “The Weigher Of Souls” – Macmillan 1963)","André Maurois, StreetLib",Self-Help,,NOT_MATURE,,96
7Xs8AAAAMAAJ,Gái đẹp xứ Bắc,,Toan Ánh,Housewives,,NOT_MATURE,1993,192
TnGdDwAAQBAJ,Tán Gái Sát Thủ - Tập 1,"Câu chuyện về một sát thủ tu luyện bụt pháp và cuốn bí kíp tán gái. Trong một lần chạy trốn, hắn ẩn núp kẻ thù, âm thầm luyện công, chờ ngày phục hận. Đến khi hắn xuất sơn, thế giới đã trôi qua năm trăm năm, địch thủ ngày xưa đã không còn. Hắn đạt được quyền lực và sức mạnh đỉnh cao nhưng mất đi mục đích sống. Vì lẽ đó hắn quyết định quay ngược gian, trọng sinh sống lại, nhằm tìm hiểu ý nghĩa của tồn tại.",Vô Đạo,Fiction,,NOT_MATURE,6/15/2019,441
POHPEAAAQBAJ,Gái Công Xưởng,"Có một Trung Quốc hiện đại, phồn hoa nhưng lẩn khuất đâu đó là những cơ cực, tủi hờn của phận người thấp bé. Những trái khoáy trong xã hội mới hiện ra khi nơi xa hoa của người giàu lại là hố sâu tuyệt vọng của những mảnh đời cơ cực. Với bút pháp nhuần nhuyễn và kinh nghiệm thực tế của một nhà báo, Leslie.T. Chang đã vẽ ra bức tranh u sắc về lớp người - chủ yếu 70% là lao động nữ - đang tạo ra hàng hóa công nghiệp và tiêu dùng cho cả thế giới. Phơi bày trước mắt ta là thực tế bị khỏa lấp bằng ánh sáng hào nhoáng của sự hiện đại, xa hoa nơi đất nước được mệnh danh “công xưởng của thế giới.” Công nghệ điện tử càng bùng nổ, xu hướng thời trang càng lớn mạnh thì cuộc đời công nhân càng cơ cực gấp bội phần. Áp lực công việc cùng những hà khắc, thực dụng từ chủ xưởng đã đẩy các cô gái đến bế tắc trong khi đồng lương còm cõi vẫn chẳng đáng là bao. Có người vươn lên với ý chí thay đổi số phận nhưng cũng có kẻ cam chịu mãi mãi chôn vùi tuổi xuân. Quyển sách được chia thành hai phần : thành phố và nông thôn để miêu tả sắc nét và chi tiết hơn cuộc sống dân cư của từng vùng miền. Nơi xa hoa đô thành với những bon chen, quay cuồng trong guồng máy của dây chuyền công nghiệp nhưng cũng không ít tệ nạn xã hội…Và nơi nông thôn xa xôi hẻo lánh nhưng luôn cháy bỏng khát vọng đổi đời cùng những nhập nhoạng giữa tiền bạc, tình yêu. Tài liệu, bối cảnh cùng số liệu được thu thập, nghiên cứu kỹ lưỡng đã khiến từng trang viết chân thật và sống động hơn bao giờ hết. Bạn muốn hiểu về “phụ nữ Trung Quốc thời nay như thế nào?” Hãy đọc “Gái Công Xưởng” đầy bi kịch, mê hoặc nhưng cũng ngập tràn hứng khởi! © Giải thưởng văn chương của Hội Văn bút (PEN) Hoa Kỳ năm 2009 về thể loại sách phi hư cấu nghiên cứu. Nằm trong danh sách 100 cuốn sách đáng nêu nhất trong năm 2008 của tạp chí New York Times. “Ngày nay Trung Quốc có khoảng 130 triệu lao động di trú. Trong các nhà máy, nhà hàng, công trường xây dựng, thang máy, dịch vụ chuyển phát, dọn dẹp nhà cửa, chăm trẻ, nhặt rác, tiệm cắt tóc, và cả nhà thổ nữa, hầu hết mọi lao động đều là dân nông thôn gốc. Ở các thành phố lớn như Bắc Kinh hay Thượng Hải, người di trú chiếm khoảng một phần tư dân số, ở các thành phố công nghiệp miền Nam Trung Quốc, họ vận hành các dây chuyền lắp ráp của nền kinh tế xuất khẩu. Tổng cộng lại, họ tạo nên dòng người di cư lớn nhất trong lịch sử, gấp ba lần số người đã di cư từ châu Âu sang Mỹ trong suốt một thế kỷ.” Leslie T. Chang, cựu phóng viên Wall Street Journal, viết những dòng trên vào tháng Ba năm 2006, khởi đầu cho cuốn sách về những lao động nữ người Trung Quốc ở miền Nam nước này. Các cô gái rời quê nhà, hòa mình vào thế giới công xưởng khắc nghiệt, nơi bạn thậm chí sẽ mất bạn trai chỉ vì đánh mất cái điện thoại, hoặc một chút kỹ năng sử dụng máy tính đủ đưa bạn lên một tầng lớp mới trong xã hội. Trong cuộc vật lộn mưu sinh, họ đã nếm trải đủ mọi thành công cũng như thất bại cay đắng. Và vượt lên trên hầu hết các cuốn sách thời thượng về Trung Quốc khác, Gái công xưởng còn là bức tranh đầy thương cảm thiết tha, lưu lại trong lòng người đọc những ấn tượng khó quên về một lớp người đang tạo ra hàng hóa công nghiệp và tiêu dùng cho cả thế giới. Ấn tượng đó đồng thời mang lại một cái nhìn hai chiều về nước Trung Quốc hiện nay: Sự thịnh vượng kinh tế cùng những cái giá phải trả.","Leslie T. Chang, StreetLib",Psychology,,NOT_MATURE,,416
XiJMAAAAMAAJ,Cô gái da đỏ,,Robert Thierry,,,NOT_MATURE,1986,126
687BDwAAQBAJ,Tán gái thần chưởng,"Chào người anh em! Bạn có đang mắc phải các vấn đề sau khi tán tỉnh các cô nàng mình thích? · Bạn không biết làm thế nào để bắt quen với một cô nàng xinh đẹp · Bạn không biết phải làm gì tạo ấn tượng với một cô nàng xinh đẹp · Bạn cứng họng, không biết nói gì khi ở cạnh cô nàng mình thích · Bạn nói chuyện nhạt như nước ốc · Bạn không biết cách kể một câu chuyện cuốn hút · Bạn không biết phải làm thế nào để cho cô nàng cười · Những câu pha trò của bạn nó vô duyên và nhạt nhẽo · Bạn không biết làm thế nào để có được một giọng nói cuốn hút · Bạn không biết cách đọc được các dấu hiệu cô nàng có thích mình hay không · Bạn không biết làm thế nào để tự tin trước những cô gái xinh đẹp. Bạn đừng lo, 99% đàn ông Việt Nam đều gặp phải tình trạng như trên. Tuy nhiên, nếu biết được cách để khắc phục các vấn đề trên thì em đã lọt vào dưới 1% những người đàn ông khác biệt so với 99% còn lại. Cuốn sách này sẽ giúp bạn nắm bắt được những bí mật để khắc phục hoàn toàn những vấn đề trên và giúp bạn lọt vào danh sách 1% những người đàn ông cuốn hút phụ nữ nhất. Sở hữu bí kíp này, bạn sẽ vô cũng ngỡ ngàng khi khám phá ra được rằng bí mật để trở thanh một sát thủ tình trường không ngờ lại đơn giản đến như vậy. Cuốn sách này cũng sẽ giúp bạn: · Khám phá được những bí mật để trở thành 1% những người đàn ông cuốn hút · Khám phá được những phẩm chất gì mà phụ nữ thích ở đàn ông · Cách để bắt quen với bất kỳ cô nàng xing đẹp nào mà bạn gặp · Cách để nói cả ngày không hết chuyện với phụ nữ · Cách để trở nên hài hước. · Cách để nói chuyện có duyên với phụ nữ. · Cách để cho phụ nữ thấy những giá trị của bạn thông qua các câu chuyện bạn kể · Cách để kể một câu chuyện thật hấp dẫn và cuốn hút. · Cách để chạm vào phụ nữ một cách hoàn toàn tự nhiên · Cách tập luyện để có một giọng nói hay và quyền lực · Cách để có được một ngôn ngữ cơ thể tự tin · Cách để có một cái nhìn thật sexy · Và còn nhiều những bí mật khác... Nếu đã sở hữu cuốn sách này thì xin chúc mừng bạn đã đang trên con đường gia nhập nhóm 1% những anh chàng hấp dẫn nhất trong mắt phụ nữ. Hãy nhanh tay sở hữu ngay cuốn bí kíp này, nếu không đối thủ của bạn sẽ sở hữu nó và lấy đi cô gái trong mộng mà bạn đã hoặc đang mong muốn có được. Hãy sử dụng tài khoản di động của bạn để TẢI NGAY bí kíp này trước khi đối thủ của bạn sở hữu nó và lấy đi người phụ nữ mong ước của bạn.",Eddy Nguyen,Business & Economics,,NOT_MATURE,,
_uXPEAAAQBAJ,80 Lời Mẹ Gửi Con Gái,"Tuổi dậy thì tràn đầy niềm vui: sự thay đổi về sinh lý báo hiệu một thiếu niên khờ dại sẽ bắt đầu trưởng thành. Tuổi dậy thì là thời kì vô cùng tinh tế và nhạy cảm: suy nghĩ đã chín chắn hơn, càng lúc càng biết quan tâm đến bản thân, càng lúc càng để ý đến những đánh giá của người khác, càng lúc càng khát khao tự lập. Tuổi dậy thì là thời kì mâu thuẫn và mơ hồ: biết bao điều mới mẻ, biết bao điều chưa biết, biết bao nhiêu cám dỗ, phải đối mặt với chúng ra sao? Tuổi dậy thì còn là giai đoạn lãng mạn, ấm áp nhất: ấp ủ hình bóng một “hoàng tử”, “công chúa” trong tim với một chút mơ mộng và một chút kỳ vọng về tình yêu… Cha mẹ nào cũng đều từng trải qua giai đoạn dậy thì, ai cũng đều từng phải đối mặt với những đứa con đầy những “rắc rối trưởng thành”. Thứ cảm giác ấy chắc chắn là sự đan xen giữa vui mừng và lo âu. Vui mừng vì con chúng ta đã bắt đầu khôn lớn, nhưng “tuổi dậy thì” là một giai đoạn thật sự mẫn cảm; làm thế nào để giao tiếp với con, làm thế nào giúp con vượt qua giai đoạn này một cách thuận lợi vẫn luôn là bài toán khó đối với các bậc cha mẹ. 80 lời mẹ gửi con gái là: 80 câu hỏi mà con gái gửi cho mẹ, 80 bức thư chan chứa tình yêu thương mẹ gửi cho con gái; là những lời tâm sự ấm áp nhất của người mẹ dành tặng cho những thiếu nữ mới lớn. Cuốn sách được trình bày dưới hình thức những bức thư, thông qua những cuộc trò chuyện giữa mẹ và con, với ngôn ngữ sinh động, thái độ thân mật, ôn hòa. Mỗi trang sách là một bức thư, mỗi bức thư đều đầy ắp tình yêu thương của mẹ, là những tâm sự thầm kín của thiếu nữ tuổi dậy thì, gửi đến cho bạn gái những kiến thức cần có về tuổi dậy thì, cũng như cách yêu bản thân và đối xử tốt với mọi người xung quanh. Cùng các bạn gái giải đáp mọi điều thắc mắc liên quan đến tâm sinh lí tuổi dậy thì, đồng thời cũng giải tỏa những lo lắng không thể nói ra của cha mẹ.",Từ Ninh,Self-Help,,NOT_MATURE,,260
